Total de jogos;Vitórias;Empates;Derrotas;Gols Marcados;Gols Sofridos;Saldo de Gols;Aproveitamento;Média Gols Marcados;Média Gols Sofridos;Maior Vitória;Maior Derrota
38;23;10;5;78;27;51;69,30;2,05;0,71;8;-1
